annotation_id,annotation_species,annotation_name,image_id,image_contributor,image_filename,image_time,image_lat,image_lon
8811,giraffe_masai,NNP_GIRM_0055,3152,NNP GZC Car '1WHITE'<COMMA> Person 'A',9b439a51-ab81-bee0-6a34-aa63e11b62f6.jpg,1425217863,-1.401627,36.878097
8812,giraffe_masai,NNP_GIRM_0034,9351,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,6a1dcc1a-5cd7-0d51-f65e-eadd46cfb1ba.jpg,1424953957,-1.40886040121,36.9003760596
8813,giraffe_masai,NNP_GIRM_0063,9351,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,6a1dcc1a-5cd7-0d51-f65e-eadd46cfb1ba.jpg,1424953957,-1.40886040121,36.9003760596
8814,giraffe_masai,____,9351,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,6a1dcc1a-5cd7-0d51-f65e-eadd46cfb1ba.jpg,1424953957,-1.40886040121,36.9003760596
8815,giraffe_masai,NNP_GIRM_0043,9351,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,6a1dcc1a-5cd7-0d51-f65e-eadd46cfb1ba.jpg,1424953957,-1.40886040121,36.9003760596
8816,giraffe_masai,NNP_GIRM_0074,7785,PZ_MUGU_18<COMMA>hyrule:joncrall:/media/raid/work/PZ_MUGU_18<COMMA><COMMA><COMMA><COMMA><COMMA>0,27885cc5-6526-cefe-8ae0-a2628fecd39a.jpg,1424286173,-1.37864120355,36.7823416259
8817,giraffe_masai,NNP_GIRM_0086,7785,PZ_MUGU_18<COMMA>hyrule:joncrall:/media/raid/work/PZ_MUGU_18<COMMA><COMMA><COMMA><COMMA><COMMA>0,27885cc5-6526-cefe-8ae0-a2628fecd39a.jpg,1424286173,-1.37864120355,36.7823416259
8818,giraffe_masai,NNP_GIRM_0046,8335,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,06e96beb-00eb-aa21-ff89-b7e35b916f0f.jpg,1424456656,-1.42341633356,36.937131251
8819,giraffe_masai,NNP_GIRM_0009,9315,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,c92975f2-e43b-8159-93fd-25d639051141.jpg,1424953127,-1.41326344284,36.920342326
8820,giraffe_masai,____,8341,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,53406e10-7935-8a09-f030-6eeb24498db2.jpg,1424458812,-1.41196800049,36.9011710188
8822,giraffe_masai,NNP_GIRM_0059,3138,NNP GZC Car '1WHITE'<COMMA> Person 'A',57094e9a-0dc4-64c3-720e-1342fc70ab18.jpg,1425217700,-1.406007,36.877129
8823,giraffe_masai,NNP_GIRM_0018,3081,NNP GZC Car '1WHITE'<COMMA> Person 'A',4a780ab3-751c-20a6-c808-09d16b8b0141.jpg,1425216504,-1.403407,36.871993
8824,giraffe_masai,____,3295,NNP GZC Car '1WHITE'<COMMA> Person 'B',49d9b32c-1536-05f9-8b5f-d6169f10274a.jpg,1425225530,-1.412146,36.916017
8825,giraffe_masai,____,3295,NNP GZC Car '1WHITE'<COMMA> Person 'B',49d9b32c-1536-05f9-8b5f-d6169f10274a.jpg,1425225530,-1.412146,36.916017
8826,giraffe_masai,____,3295,NNP GZC Car '1WHITE'<COMMA> Person 'B',49d9b32c-1536-05f9-8b5f-d6169f10274a.jpg,1425225530,-1.412146,36.916017
8827,giraffe_masai,NNP_GIRM_0011,9327,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,70ace24f-816a-a909-f06f-766ead3c42d0.jpg,1424953425,-1.41326344284,36.920342326
8828,giraffe_masai,____,8318,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,5e8dc1ab-c93c-fc0f-8803-bf503405421e.jpg,1424452857,-1.40557421131,36.8761570216
8829,giraffe_masai,NNP_GIRM_0002,8338,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,d4fff488-0bc1-6bd7-644c-2149f2bdde95.jpg,1424458646,-1.40953043873,36.8996061667
8830,giraffe_masai,NNP_GIRM_0011,9328,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,2c866623-701e-3439-5598-863a6bdd37bf.jpg,1424953430,-1.41326344284,36.920342326
8831,giraffe_masai,NNP_GIRM_0061,9156,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,92666237-9db9-f1e1-5031-959dc52ef333.jpg,1424948539,-1.38583218848,36.8999293849
8832,giraffe_masai,NNP_GIRM_0019,3297,NNP GZC Car '1WHITE'<COMMA> Person 'B',e8610694-2775-ee56-63ee-e0e97a206818.jpg,1425225615,-1.411617,36.914747
8833,giraffe_masai,NNP_GIRM_0020,9320,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,53d70f9c-5269-dc2c-01d5-1ddedb5425f1.jpg,1424953246,-1.41326344284,36.920342326
8834,giraffe_masai,NNP_GIRM_0079,3296,NNP GZC Car '1WHITE'<COMMA> Person 'B',07a7a80c-7036-a730-0721-7daabfa0540b.jpg,1425225582,-1.411811,36.915045
8835,giraffe_masai,NNP_GIRM_0059,3144,NNP GZC Car '1WHITE'<COMMA> Person 'A',1aee5666-6c9c-a7f5-c619-45483dbfab2b.jpg,1425217771,-1.405548,36.877985
8837,giraffe_masai,NNP_GIRM_0081,3343,NNP GZC Car '1WHITE'<COMMA> Person 'C',d165b9ee-7b02-ae55-5dd9-02d1d2369c2c.jpg,1425211313,-1.340969,36.792577
8838,giraffe_masai,NNP_GIRM_0039,9174,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,d966f70a-0d8b-fe48-474c-0d4395c5117b.jpg,1424948753,-1.39102094661,36.9090788217
8839,giraffe_masai,____,9401,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,361921eb-a14c-1e36-a6e1-8626cd52d70e.jpg,1424958637,-1.37091581746,36.7918151175
8840,giraffe_masai,NNP_GIRM_0003,9334,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,f7f7e1da-d178-8702-098b-a33f8414f872.jpg,1424953836,-1.41326344284,36.920342326
8841,giraffe_masai,NNP_GIRM_0005,9334,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,f7f7e1da-d178-8702-098b-a33f8414f872.jpg,1424953836,-1.41326344284,36.920342326
8842,giraffe_masai,NNP_GIRM_0007,3091,NNP GZC Car '1WHITE'<COMMA> Person 'A',41433ba9-7352-d086-c7bc-199af27f0f68.jpg,1425216804,-1.405733,36.877016
8843,giraffe_masai,NNP_GIRM_0002,8337,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,106bf574-51fd-8f62-0f42-f99274cbe0ac.jpg,1424458634,-1.4090278747,36.8997198866
8844,giraffe_masai,____,3554,NNP GZC Car '25PURPLE'<COMMA> Person 'A',d9050376-1c1a-1c33-df24-29b952f34de0.jpg,1425049867,-1.371017,36.801114
8845,giraffe_masai,____,3554,NNP GZC Car '25PURPLE'<COMMA> Person 'A',d9050376-1c1a-1c33-df24-29b952f34de0.jpg,1425049867,-1.371017,36.801114
8846,giraffe_masai,____,9133,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,59337f36-20c1-29b8-9f34-fe3252fe618e.jpg,1424947199,-1.37357521471,36.8827552906
8847,giraffe_masai,NNP_GIRM_0008,9311,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,7c919e39-4f58-1241-ab48-614428a42d1e.jpg,1424952564,-1.42072149798,36.9292473677
8848,giraffe_masai,NNP_GIRM_0040,9311,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,7c919e39-4f58-1241-ab48-614428a42d1e.jpg,1424952564,-1.42072149798,36.9292473677
8849,giraffe_masai,NNP_GIRM_0042,3131,NNP GZC Car '1WHITE'<COMMA> Person 'A',494b7307-d00e-f9d1-6b3f-ab9b5fd4da18.jpg,1425217592,-1.406007,36.877129
8850,giraffe_masai,NNP_GIRM_0018,3082,NNP GZC Car '1WHITE'<COMMA> Person 'A',f744aea8-792c-5705-6a45-cbdbf7902fdc.jpg,1425216520,-1.403864,36.871888
8851,giraffe_masai,NNP_GIRM_0059,3143,NNP GZC Car '1WHITE'<COMMA> Person 'A',13cc0209-eeb6-5366-688a-6321c0e7d189.jpg,1425217761,-1.405701,36.877726
8852,giraffe_masai,NNP_GIRM_0032,9293,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,0fb48c11-74b7-9d37-eb21-4d74f02274db.jpg,1424952150,-1.42072149798,36.9292473677
8853,giraffe_masai,NNP_GIRM_0006,9331,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,d1e3c326-143e-f1df-6887-376b06546571.jpg,1424953491,-1.41326344284,36.920342326
8854,giraffe_masai,NNP_GIRM_0059,3147,NNP GZC Car '1WHITE'<COMMA> Person 'A',3608d59e-f2f7-097e-58b1-1451a698d555.jpg,1425217811,-1.4041,36.877837
8855,giraffe_masai,NNP_GIRM_0076,3147,NNP GZC Car '1WHITE'<COMMA> Person 'A',3608d59e-f2f7-097e-58b1-1451a698d555.jpg,1425217811,-1.4041,36.877837
8856,giraffe_masai,NNP_GIRM_0070,3147,NNP GZC Car '1WHITE'<COMMA> Person 'A',3608d59e-f2f7-097e-58b1-1451a698d555.jpg,1425217811,-1.4041,36.877837
8857,giraffe_masai,____,9294,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,80600175-0b8b-e81f-3f6f-2591e31a0882.jpg,1424952155,-1.42072149798,36.9292473677
8858,giraffe_masai,____,9123,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,01eaa5fe-9bbe-b451-2276-1dd62a9801a5.jpg,1424947059,-1.37292399528,36.8824594203
8859,giraffe_masai,NNP_GIRM_0062,9368,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,73fad947-0310-8a78-5385-fc4c9923e8cb.jpg,1424956351,-1.40300878491,36.8782734079
8860,giraffe_masai,NNP_GIRM_0019,3298,NNP GZC Car '1WHITE'<COMMA> Person 'B',08fc4296-415a-4c64-23b2-8fcc04aaf9fa.jpg,1425225631,-1.411586,36.914672
8861,giraffe_masai,NNP_GIRM_0031,3120,NNP GZC Car '1WHITE'<COMMA> Person 'A',dda5abca-3913-ec53-a2de-8d3a42cf4bc9.jpg,1425217499,-1.406007,36.877129
8862,giraffe_masai,NNP_GIRM_0070,3120,NNP GZC Car '1WHITE'<COMMA> Person 'A',dda5abca-3913-ec53-a2de-8d3a42cf4bc9.jpg,1425217499,-1.406007,36.877129
8863,giraffe_masai,NNP_GIRM_0037,3303,NNP GZC Car '1WHITE'<COMMA> Person 'B',a6735482-8b43-f3d7-b27e-e0278e8c7b86.jpg,1425225859,-1.409257,36.910532
8864,giraffe_masai,____,9400,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,30bd838e-a509-2dd8-3f27-d60061fd2c91.jpg,1424958635,-1.37091581746,36.7918151175
8865,giraffe_masai,NNP_GIRM_0047,8351,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,b6b6b129-0551-e9e0-0f55-e036bcfca9a2.jpg,1424284340,-1.35038290871,36.7986953383
8866,giraffe_masai,NNP_GIRM_0111,8351,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,b6b6b129-0551-e9e0-0f55-e036bcfca9a2.jpg,1424284340,-1.35038290871,36.7986953383
8867,giraffe_masai,NNP_GIRM_0048,8325,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,80ab6c0a-dfb1-dc82-39f0-bc040807f917.jpg,1424453154,-1.4059401903,36.8766838953
8868,giraffe_masai,NNP_GIRM_0007,3090,NNP GZC Car '1WHITE'<COMMA> Person 'A',1ec260c1-4ecb-c8cb-6d37-fdda3cc3bd74.jpg,1425216799,-1.405733,36.877016
8869,giraffe_masai,NNP_GIRM_0043,9353,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,3d355406-91a4-00b5-955a-e714eb876796.jpg,1424953969,-1.40886040121,36.9003760596
8870,giraffe_masai,____,9353,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,3d355406-91a4-00b5-955a-e714eb876796.jpg,1424953969,-1.40886040121,36.9003760596
8871,giraffe_masai,NNP_GIRM_0053,9353,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,3d355406-91a4-00b5-955a-e714eb876796.jpg,1424953969,-1.40886040121,36.9003760596
8872,giraffe_masai,NNP_GIRM_0031,3129,NNP GZC Car '1WHITE'<COMMA> Person 'A',71715a8b-cbbe-0ceb-1bfd-50ac83d072e4.jpg,1425217571,-1.406007,36.877129
8873,giraffe_masai,NNP_GIRM_0010,3156,NNP GZC Car '1WHITE'<COMMA> Person 'A',70dc3773-56a1-37e3-10bc-a6f9643c85ee.jpg,1425217891,-1.399436,36.877626
8874,giraffe_masai,NNP_GIRM_0070,3156,NNP GZC Car '1WHITE'<COMMA> Person 'A',70dc3773-56a1-37e3-10bc-a6f9643c85ee.jpg,1425217891,-1.399436,36.877626
8875,giraffe_masai,NNP_GIRM_0061,9161,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,b5fdeb07-0951-9a54-d62f-d4653767379f.jpg,1424948561,-1.39102094661,36.9090788217
8876,giraffe_masai,NNP_GIRM_0074,9399,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,bdffb4cb-80c4-735e-f315-5398e3b94d7b.jpg,1424958634,-1.3767287158,36.8307858462
8877,giraffe_masai,____,9342,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,95d50512-578d-bda3-f0f4-445f3c55c7fc.jpg,1424953922,-1.40886040121,36.9003760596
8878,giraffe_masai,NNP_GIRM_0043,9342,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,95d50512-578d-bda3-f0f4-445f3c55c7fc.jpg,1424953922,-1.40886040121,36.9003760596
8879,giraffe_masai,____,7895,PZ_MUGU_18<COMMA>hyrule:joncrall:/media/raid/work/PZ_MUGU_18<COMMA><COMMA><COMMA><COMMA><COMMA>0,7abbc68a-a2b1-b0e5-749b-28caf7abdc6a.jpg,1424292620,-1.37660068712,36.8236808152
8880,giraffe_masai,NNP_GIRM_0059,3142,NNP GZC Car '1WHITE'<COMMA> Person 'A',d4ceac6f-ad69-b728-5361-c0b16f88c137.jpg,1425217753,-1.405783,36.877537
8881,giraffe_masai,NNP_GIRM_0042,3139,NNP GZC Car '1WHITE'<COMMA> Person 'A',7aea5181-c76e-df7d-4977-d8f968451aa3.jpg,1425217704,-1.406007,36.877129
8882,giraffe_masai,____,3139,NNP GZC Car '1WHITE'<COMMA> Person 'A',7aea5181-c76e-df7d-4977-d8f968451aa3.jpg,1425217704,-1.406007,36.877129
8883,giraffe_masai,NNP_GIRM_0066,3443,NNP GZC Car '1WHITE'<COMMA> Person 'C',b2efb6c3-e87d-5d1b-eb35-b8a3c883e3ff.jpg,1425215002,-1.368234,36.833093
8884,giraffe_masai,____,3133,NNP GZC Car '1WHITE'<COMMA> Person 'A',145a584a-6968-e564-ea0b-13e62b145e05.jpg,1425217618,-1.406007,36.877129
8885,giraffe_masai,NNP_GIRM_0048,8324,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,718d7ae4-3cc8-87c2-55ba-31debc413939.jpg,1424453145,-1.40594025647,36.8766840965
8886,giraffe_masai,NNP_GIRM_0029,9177,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,a6664f22-0c25-3093-d614-174076bfb9c3.jpg,1424948779,-1.39102094661,36.9090788217
8887,giraffe_masai,NNP_GIRM_0069,9405,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,71577035-2041-b115-40c5-869a0fbcbdeb.jpg,1424958677,-1.37091581746,36.7918151175
8888,giraffe_masai,NNP_GIRM_0024,9171,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,210e034d-6d5f-9fb3-34c4-a1bf5558f030.jpg,1424948714,-1.39102094661,36.9090788217
8889,giraffe_masai,NNP_GIRM_0054,8363,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,3c11cf47-c20d-8b66-e0dc-441e26e6940f.jpg,1424863441,-1.37387992387,36.8444974697
8890,giraffe_masai,NNP_GIRM_0016,8363,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,3c11cf47-c20d-8b66-e0dc-441e26e6940f.jpg,1424863441,-1.37387992387,36.8444974697
8891,giraffe_masai,NNP_GIRM_0010,3305,NNP GZC Car '1WHITE'<COMMA> Person 'B',b005a75c-475b-a39c-3db8-23fdc107f3ce.jpg,1425225963,-1.410236,36.906732
8892,giraffe_masai,NNP_GIRM_0055,3141,NNP GZC Car '1WHITE'<COMMA> Person 'A',93615ac5-390d-adb6-9fac-69dace6350f7.jpg,1425217741,-1.405935,36.877179
8893,giraffe_masai,NNP_GIRM_0031,3141,NNP GZC Car '1WHITE'<COMMA> Person 'A',93615ac5-390d-adb6-9fac-69dace6350f7.jpg,1425217741,-1.405935,36.877179
8894,giraffe_masai,NNP_GIRM_0034,9348,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,75e41d93-575d-80cb-0681-4453fd43532a.jpg,1424953945,-1.40886040121,36.9003760596
8895,giraffe_masai,NNP_GIRM_0058,9348,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,75e41d93-575d-80cb-0681-4453fd43532a.jpg,1424953945,-1.40886040121,36.9003760596
8896,giraffe_masai,____,9348,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,75e41d93-575d-80cb-0681-4453fd43532a.jpg,1424953945,-1.40886040121,36.9003760596
8897,giraffe_masai,NNP_GIRM_0053,9348,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,75e41d93-575d-80cb-0681-4453fd43532a.jpg,1424953945,-1.40886040121,36.9003760596
8898,giraffe_masai,NNP_GIRM_0046,8333,GIRM_MUGU_20<COMMA>hyrule:joncrall:/media/raid/work/GIRM_MUGU_20<COMMA><COMMA><COMMA><COMMA><COMMA>0,d936c4fd-49ab-deed-45c2-e47107042f61.jpg,1424456646,-1.42283709677,36.9368042697
8899,giraffe_masai,NNP_GIRM_0043,9339,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,649a1223-0075-d3af-db67-69c0080e01bf.jpg,1424953912,-1.40886040121,36.9003760596
8900,giraffe_masai,NNP_GIRM_0056,9339,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,649a1223-0075-d3af-db67-69c0080e01bf.jpg,1424953912,-1.40886040121,36.9003760596
8901,giraffe_masai,NNP_GIRM_0050,9339,NNP_Master<COMMA>pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master<COMMA><COMMA><COMMA><COMMA><COMMA>6,649a1223-0075-d3af-db67-69c0080e01bf.jpg,1424953912,-1.40886040121,36.9003760596
8902,giraffe_masai,____,3132,NNP GZC Car '1WHITE'<COMMA> Person 'A',cb984b81-ccb9-fd8a-70ca-96c19b4ad552.jpg,1425217607,-1.406007,36.877129
