AID,GID,NID,CONTRIBUTOR
15631,888,1649,"NNP GZC Car '15WHITE', Person 'A'"
15674,889,1649,"NNP GZC Car '15WHITE', Person 'A'"
9413,890,234,"NNP GZC Car '15WHITE', Person 'A'"
9442,897,234,"NNP GZC Car '15WHITE', Person 'A'"
9423,898,234,"NNP GZC Car '15WHITE', Person 'A'"
9455,899,234,"NNP GZC Car '15WHITE', Person 'A'"
9421,900,234,"NNP GZC Car '15WHITE', Person 'A'"
9450,901,234,"NNP GZC Car '15WHITE', Person 'A'"
9483,903,234,"NNP GZC Car '15WHITE', Person 'A'"
9467,912,234,"NNP GZC Car '15WHITE', Person 'A'"
9478,913,234,"NNP GZC Car '15WHITE', Person 'A'"
15656,915,310,"NNP GZC Car '15WHITE', Person 'A'"
15634,916,317,"NNP GZC Car '15WHITE', Person 'A'"
9514,921,166,"NNP GZC Car '15WHITE', Person 'A'"
9501,922,166,"NNP GZC Car '15WHITE', Person 'A'"
9451,923,237,"NNP GZC Car '15WHITE', Person 'A'"
15622,937,1653,"NNP GZC Car '15WHITE', Person 'B'"
15623,937,1641,"NNP GZC Car '15WHITE', Person 'B'"
9402,941,234,"NNP GZC Car '15WHITE', Person 'B'"
9462,942,234,"NNP GZC Car '15WHITE', Person 'B'"
9529,944,234,"NNP GZC Car '15WHITE', Person 'B'"
9464,945,234,"NNP GZC Car '15WHITE', Person 'B'"
9494,946,234,"NNP GZC Car '15WHITE', Person 'B'"
9523,947,234,"NNP GZC Car '15WHITE', Person 'B'"
9519,948,234,"NNP GZC Car '15WHITE', Person 'B'"
15577,956,1657,"NNP GZC Car '15WHITE', Person 'C'"
9438,962,273,"NNP GZC Car '15WHITE', Person 'C'"
9457,963,273,"NNP GZC Car '15WHITE', Person 'C'"
15585,967,792,"NNP GZC Car '15WHITE', Person 'C'"
15658,968,792,"NNP GZC Car '15WHITE', Person 'C'"
15596,975,1656,"NNP GZC Car '15WHITE', Person 'C'"
15612,999,1645,"NNP GZC Car '15WHITE', Person 'D'"
